digitopeid,opeid,corporationname,institutionname,claimcount,control_n,control
753100,7531,"Academy of Art University","Academy of Art University",39,"For-Profit",3
2244400,22444,"Adtalem Global Education, Inc.","American University of the Caribbean",1,"For-Profit",3
974802,9748,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
2100600,21006,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
2100607,21006,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
2100611,21006,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
3042500,30425,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
3042501,30425,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
3069300,30693,"Adtalem Global Education, Inc.","Carrington",1,"For-Profit",3
974800,9748,"Adtalem Global Education, Inc.","Carrington",3,"For-Profit",3
974804,9748,"Adtalem Global Education, Inc.","Carrington",3,"For-Profit",3
974806,9748,"Adtalem Global Education, Inc.","Carrington",3,"For-Profit",3
974808,9748,"Adtalem Global Education, Inc.","Carrington",3,"For-Profit",3
974801,9748,"Adtalem Global Education, Inc.","Carrington",4,"For-Profit",3
974803,9748,"Adtalem Global Education, Inc.","Carrington",4,"For-Profit",3
974807,9748,"Adtalem Global Education, Inc.","Carrington",4,"For-Profit",3
2100608,21006,"Adtalem Global Education, Inc.","Carrington",4,"For-Profit",3
638500,6385,"Adtalem Global Education, Inc.","Chamberlain College of Nursing",4,"For-Profit",3
1072719,10727,"Adtalem Global Education, Inc.","DeVry College",7,"For-Profit",3
922800,9228,"Adtalem Global Education, Inc.","DeVry College",8,"For-Profit",3
309901,3099,"Adtalem Global Education, Inc.","DeVry Institute of Technology",1,"For-Profit",3
2296605,22966,"Adtalem Global Education, Inc.","DeVry Institute of Technology",1,"For-Profit",3
832201,8322,"Adtalem Global Education, Inc.","DeVry Institute of Technology",3,"For-Profit",3
1013900,10139,"Adtalem Global Education, Inc.","DeVry Institute of Technology",4,"For-Profit",3
2296600,22966,"Adtalem Global Education, Inc.","DeVry Institute of Technology",4,"For-Profit",3
309900,3099,"Adtalem Global Education, Inc.","DeVry Institute of Technology",8,"For-Profit",3
832200,8322,"Adtalem Global Education, Inc.","DeVry Institute of Technology",8,"For-Profit",3
922400,9224,"Adtalem Global Education, Inc.","DeVry Institute of Technology",9,"For-Profit",3
245500,2455,"Adtalem Global Education, Inc.","DeVry Institute of Technology",12,"For-Profit",3
2332900,23329,"Adtalem Global Education, Inc.","DeVry Institute of Technology",22,"For-Profit",3
1072710,10727,"Adtalem Global Education, Inc.","DeVry University",1,"For-Profit",3
1072716,10727,"Adtalem Global Education, Inc.","DeVry University",1,"For-Profit",3
1072725,10727,"Adtalem Global Education, Inc.","DeVry University",5,"For-Profit",3
1072754,10727,"Adtalem Global Education, Inc.","DeVry University",6,"For-Profit",3
1072709,10727,"Adtalem Global Education, Inc.","DeVry University",7,"For-Profit",3
11072707,110727,"Adtalem Global Education, Inc.","DeVry University",8,"For-Profit",3
1072712,10727,"Adtalem Global Education, Inc.","DeVry University",9,"For-Profit",3
1072718,10727,"Adtalem Global Education, Inc.","DeVry University",9,"For-Profit",3
1072723,10727,"Adtalem Global Education, Inc.","DeVry University",9,"For-Profit",3
1072702,10727,"Adtalem Global Education, Inc.","DeVry University",13,"For-Profit",3
1072722,10727,"Adtalem Global Education, Inc.","DeVry University",13,"For-Profit",3
1072704,10727,"Adtalem Global Education, Inc.","DeVry University",14,"For-Profit",3
1072711,10727,"Adtalem Global Education, Inc.","DeVry University",15,"For-Profit",3
1072717,10727,"Adtalem Global Education, Inc.","DeVry University",22,"For-Profit",3
1072724,10727,"Adtalem Global Education, Inc.","DeVry University",27,"For-Profit",3
1072706,10727,"Adtalem Global Education, Inc.","DeVry University",32,"For-Profit",3
1072720,10727,"Adtalem Global Education, Inc.","DeVry University",33,"For-Profit",3
1072714,10727,"Adtalem Global Education, Inc.","DeVry University",39,"For-Profit",3
1072715,10727,"Adtalem Global Education, Inc.","DeVry University",64,"For-Profit",3
1072700,10727,"Adtalem Global Education, Inc.","DeVry University",1195,"For-Profit",3
2075400,20754,"Adtalem Global Education, Inc.","Keller Graduate School of Management",250,"For-Profit",3
2246000,22460,"Adtalem Global Education, Inc.","Ross University",3,"For-Profit",3
2277900,22779,"Adtalem Global Education, Inc.","Ross University",3,"For-Profit",3
729700,7297,"Alta Colleges, Inc.","Redstone College",2,"For-Profit",3
729701,7297,"Alta Colleges, Inc.","Westwood College",1,"For-Profit",3
2313902,23139,"Alta Colleges, Inc.","Westwood College",1,"For-Profit",3
1162601,11626,"Alta Colleges, Inc.","Westwood College",2,"For-Profit",3
2313901,23139,"Alta Colleges, Inc.","Westwood College",3,"For-Profit",3
1162602,11626,"Alta Colleges, Inc.","Westwood College",4,"For-Profit",3
3079202,30792,"Alta Colleges, Inc.","Westwood College",8,"For-Profit",3
754805,7548,"Alta Colleges, Inc.","Westwood College",9,"For-Profit",3
754803,7548,"Alta Colleges, Inc.","Westwood College",10,"For-Profit",3
3079201,30792,"Alta Colleges, Inc.","Westwood College",10,"For-Profit",3
754801,7548,"Alta Colleges, Inc.","Westwood College",12,"For-Profit",3
3072701,30727,"Alta Colleges, Inc.","Westwood College",13,"For-Profit",3
754802,7548,"Alta Colleges, Inc.","Westwood College",19,"For-Profit",3
1162600,11626,"Alta Colleges, Inc.","Westwood College",19,"For-Profit",3
3072702,30727,"Alta Colleges, Inc.","Westwood College",22,"For-Profit",3
2313900,23139,"Alta Colleges, Inc.","Westwood College",47,"For-Profit",3
3079200,30792,"Alta Colleges, Inc.","Westwood College",51,"For-Profit",3
3072700,30727,"Alta Colleges, Inc.","Westwood College",98,"For-Profit",3
754800,7548,"Alta Colleges, Inc.","Westwood College",131,"For-Profit",3
3771300,37713,"American Career Institute","AMERICAN CAREER INSTITUTE",2892,"For-Profit",3
1005701,10057,"American Commercial Colleges, Inc.","American Commercial College",1,"For-Profit",3
1005900,10059,"American Commercial Colleges, Inc.","American Commercial College",1,"For-Profit",3
1005901,10059,"American Commercial Colleges, Inc.","American Commercial College",2,"For-Profit",3
1005700,10057,"American Commercial Colleges, Inc.","American Commercial College",4,"For-Profit",3
2200800,22008,"American Commercial Colleges, Inc.","American Commercial College",7,"For-Profit",3
2136800,21368,"American Commercial Colleges, Inc.","American Commercial College",8,"For-Profit",3
844101,8441,"Anthem Education Group","Anthem",1,"For-Profit",3
2239203,22392,"Anthem Education Group","Anthem",1,"For-Profit",3
2239202,22392,"Anthem Education Group","Anthem",2,"For-Profit",3
2263105,22631,"Anthem Education Group","Anthem",2,"For-Profit",3
2263106,22631,"Anthem Education Group","Anthem",2,"For-Profit",3
844100,8441,"Anthem Education Group","Anthem",3,"For-Profit",3
2239200,22392,"Anthem Education Group","Anthem",3,"For-Profit",3
2263101,22631,"Anthem Education Group","Anthem",3,"For-Profit",3
2263104,22631,"Anthem Education Group","Anthem",6,"For-Profit",3
3426400,34264,"Anthem Education Group","Anthem",6,"For-Profit",3
2263102,22631,"Anthem Education Group","Anthem",16,"For-Profit",3
2263100,22631,"Anthem Education Group","Anthem",52,"For-Profit",3
2305802,23058,"Anthem Education Group","Florida Career College",1,"For-Profit",3
2305804,23058,"Anthem Education Group","Florida Career College",1,"For-Profit",3
2305806,23058,"Anthem Education Group","Florida Career College",1,"For-Profit",3
2586200,25862,"Anthem Education Group","Florida Career College",2,"For-Profit",3
2305801,23058,"Anthem Education Group","Florida Career College",3,"For-Profit",3
2305800,23058,"Anthem Education Group","Florida Career College",19,"For-Profit",3
3076401,30764,"Anthem Education Group","The Bryman School of Arizona",1,"For-Profit",3
3076403,30764,"Anthem Education Group","The Bryman School of Arizona",1,"For-Profit",3
3076404,30764,"Anthem Education Group","The Bryman School of Arizona",1,"For-Profit",3
3076402,30764,"Anthem Education Group","The Bryman School of Arizona",4,"For-Profit",3
3076405,30764,"Anthem Education Group","The Bryman School of Arizona",4,"For-Profit",3
3076400,30764,"Anthem Education Group","The Bryman School of Arizona",14,"For-Profit",3
3426403,34264,"Anthem Education Group","The Chubb Institute",2,"For-Profit",3
2098827,20988,"Apollo Education Group","University of Phoenix",1,"For-Profit",3
2098839,20988,"Apollo Education Group","University of Phoenix",1,"For-Profit",3
2098810,20988,"Apollo Education Group","University of Phoenix",2,"For-Profit",3
2098800,20988,"Apollo Education Group","University of Phoenix",1359,"For-Profit",3
2171500,21715,"Apollo Education Group","Western International University",9,"For-Profit",3
2596601,25966,"ATI Enterprises, Inc.","ATI Career Training Center",1,"For-Profit",3
2293203,22932,"ATI Enterprises, Inc.","ATI Career Training Center",3,"For-Profit",3
2596502,25965,"ATI Enterprises, Inc.","ATI Career Training Center",3,"For-Profit",3
2151100,21511,"ATI Enterprises, Inc.","ATI Career Training Center",9,"For-Profit",3
2293202,22932,"ATI Enterprises, Inc.","ATI Career Training Center",10,"For-Profit",3
2215900,22159,"ATI Enterprises, Inc.","ATI Career Training Center",14,"For-Profit",3
1248200,12482,"ATI Enterprises, Inc.","ATI Career Training Center",26,"For-Profit",3
2596500,25965,"ATI Enterprises, Inc.","ATI Career Training Center",27,"For-Profit",3
2596600,25966,"ATI Enterprises, Inc.","ATI Career Training Center",31,"For-Profit",3
2293200,22932,"ATI Enterprises, Inc.","ATI Career Training Center",37,"For-Profit",3
2174600,21746,"B&H Education, Inc.","Marinello School of Beauty",1,"For-Profit",3
2255600,22556,"B&H Education, Inc.","Marinello School of Beauty",1,"For-Profit",3
2504000,25040,"B&H Education, Inc.","Marinello School of Beauty",1,"For-Profit",3
2516100,25161,"B&H Education, Inc.","Marinello School of Beauty",1,"For-Profit",3
3450302,34503,"B&H Education, Inc.","Marinello School of Beauty",1,"For-Profit",3
1041700,10417,"B&H Education, Inc.","Marinello School of Beauty",2,"For-Profit",3
1265100,12651,"B&H Education, Inc.","Marinello School of Beauty",2,"For-Profit",3
2612200,26122,"B&H Education, Inc.","Marinello School of Beauty",2,"For-Profit",3
3927300,39273,"B&H Education, Inc.","Marinello School of Beauty",3,"For-Profit",3
737100,7371,"B&H Education, Inc.","Marinello School of Beauty",4,"For-Profit",3
1265000,12650,"B&H Education, Inc.","Marinello School of Beauty",4,"For-Profit",3
2221300,22213,"B&H Education, Inc.","Marinello School of Beauty",4,"For-Profit",3
2086400,20864,"B&H Education, Inc.","Marinello School of Beauty",7,"For-Profit",3
2338700,23387,"B&H Education, Inc.","Marinello School of Beauty",7,"For-Profit",3
736700,7367,"B&H Education, Inc.","Marinello School of Beauty",8,"For-Profit",3
887400,8874,"B&H Education, Inc.","Marinello School of Beauty",10,"For-Profit",3
3094400,30944,"B&H Education, Inc.","Marinello School of Beauty",10,"For-Profit",3
2054900,20549,"B&H Education, Inc.","Marinello School of Beauty",11,"For-Profit",3
3467300,34673,"B&H Education, Inc.","Marinello School of Beauty",13,"For-Profit",3
747600,7476,"B&H Education, Inc.","Marinello School of Beauty",48,"For-Profit",3
188100,1881,"Bridgepoint Education Group","Ashford University",194,"For-Profit",3
3545300,35453,"Bridgepoint Education Group","University of the Rockies",3,"For-Profit",3
3399300,33993,"Bryan College","Bryan College",21,"For-Profit",3
2532100,25321,"Business Career Training Institute","Business Career Training Institute",22,"For-Profit",3
3267300,32673,"Capella Education, Inc.","Capella University",41,"For-Profit",3
3427402,34274,"Career Colleges of America","Career Colleges of America",2,"For-Profit",3
3427401,34274,"Career Colleges of America","Career Colleges of America",10,"For-Profit",3
3427400,34274,"Career Colleges of America","Career Colleges of America",11,"For-Profit",3
2113602,21136,"Career Education Corporation","American Intercontinental University",1,"For-Profit",3
2113609,21136,"Career Education Corporation","American Intercontinental University",1,"For-Profit",3
2113610,21136,"Career Education Corporation","American Intercontinental University",1,"For-Profit",3
2113606,21136,"Career Education Corporation","American Intercontinental University",3,"For-Profit",3
2113604,21136,"Career Education Corporation","American Intercontinental University",4,"For-Profit",3
2113601,21136,"Career Education Corporation","American Intercontinental University",7,"For-Profit",3
2113600,21136,"Career Education Corporation","American Intercontinental University",66,"For-Profit",3
2075702,20757,"Career Education Corporation","Briarcliffe College",2,"For-Profit",3
2075700,20757,"Career Education Corporation","Briarcliffe College",12,"For-Profit",3
2065500,20655,"Career Education Corporation","BROOKS COLLEGE",17,"For-Profit",3
2065501,20655,"Career Education Corporation","BROOKS COLLEGE - SUNNYVALE",3,"For-Profit",3
112300,1123,"Career Education Corporation","Brooks Institute",317,"For-Profit",3
735100,7351,"Career Education Corporation","Brown College",23,"For-Profit",3
2174900,21749,"Career Education Corporation","Collins College",23,"For-Profit",3
1014814,10148,"Career Education Corporation","Colorado Technical University",3,"For-Profit",3
1014805,10148,"Career Education Corporation","Colorado Technical University",32,"For-Profit",3
1014800,10148,"Career Education Corporation","Colorado Technical University",50,"For-Profit",3
739802,7398,"Career Education Corporation","Gibbs",1,"For-Profit",3
750700,7507,"Career Education Corporation","Gibbs",2,"For-Profit",3
750703,7507,"Career Education Corporation","Gibbs",2,"For-Profit",3
739800,7398,"Career Education Corporation","Gibbs",7,"For-Profit",3
2055200,20552,"Career Education Corporation","Harrington College of Design",12,"For-Profit",3
1021703,10217,"Career Education Corporation","International Academy of Design & Technology",1,"For-Profit",3
2160307,21603,"Career Education Corporation","International Academy of Design & Technology",3,"For-Profit",3
3031403,30314,"Career Education Corporation","International Academy of Design & Technology",3,"For-Profit",3
3031405,30314,"Career Education Corporation","International Academy of Design & Technology",3,"For-Profit",3
3031409,30314,"Career Education Corporation","International Academy of Design & Technology",3,"For-Profit",3
2160304,21603,"Career Education Corporation","International Academy of Design & Technology",5,"For-Profit",3
3031406,30314,"Career Education Corporation","International Academy of Design & Technology",6,"For-Profit",3
1021700,10217,"Career Education Corporation","International Academy of Design & Technology",7,"For-Profit",3
2160303,21603,"Career Education Corporation","International Academy of Design & Technology",7,"For-Profit",3
2160305,21603,"Career Education Corporation","International Academy of Design & Technology",9,"For-Profit",3
3031402,30314,"Career Education Corporation","International Academy of Design & Technology",15,"For-Profit",3
2160300,21603,"Career Education Corporation","International Academy of Design & Technology",56,"For-Profit",3
3031400,30314,"Career Education Corporation","International Academy of Design & Technology",75,"For-Profit",3
2569302,25693,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",2,"For-Profit",3
3006802,30068,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",2,"For-Profit",3
3022602,30226,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",2,"For-Profit",3
3006801,30068,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",5,"For-Profit",3
2616703,26167,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",6,"For-Profit",3
3022601,30226,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",6,"For-Profit",3
2352200,23522,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",13,"For-Profit",3
3006800,30068,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",20,"For-Profit",3
3022600,30226,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",23,"For-Profit",3
2616700,26167,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",32,"For-Profit",3
2569300,25693,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",38,"For-Profit",3
3210300,32103,"Career Education Corporation","Le Cordon Blue College of Culinary Arts",43,"For-Profit",3
473000,4730,"Career Education Corporation","Mcintosh College",6,"For-Profit",3
2116008,21160,"Career Education Corporation","Sanford Brown College",1,"For-Profit",3
784400,7844,"Career Education Corporation","Sanford Brown College",2,"For-Profit",3
2116006,21160,"Career Education Corporation","Sanford Brown College",2,"For-Profit",3
1164702,11647,"Career Education Corporation","Sanford Brown College",3,"For-Profit",3
2116009,21160,"Career Education Corporation","Sanford Brown College",3,"For-Profit",3
2116012,21160,"Career Education Corporation","Sanford Brown College",3,"For-Profit",3
2616402,26164,"Career Education Corporation","Sanford Brown College",3,"For-Profit",3
3070600,30706,"Career Education Corporation","Sanford Brown College",3,"For-Profit",3
2116001,21160,"Career Education Corporation","Sanford Brown College",5,"For-Profit",3
2614901,26149,"Career Education Corporation","Sanford Brown College",5,"For-Profit",3
1287700,12877,"Career Education Corporation","Sanford Brown College",6,"For-Profit",3
2615001,26150,"Career Education Corporation","Sanford Brown College",6,"For-Profit",3
748100,7481,"Career Education Corporation","Sanford Brown College",7,"For-Profit",3
2205206,22052,"Career Education Corporation","Sanford Brown College",7,"For-Profit",3
1164700,11647,"Career Education Corporation","Sanford Brown College",8,"For-Profit",3
2616401,26164,"Career Education Corporation","Sanford Brown College",8,"For-Profit",3
2616403,26164,"Career Education Corporation","Sanford Brown College",8,"For-Profit",3
2116005,21160,"Career Education Corporation","Sanford Brown College",9,"For-Profit",3
2205203,22052,"Career Education Corporation","Sanford Brown College",9,"For-Profit",3
2116011,21160,"Career Education Corporation","Sanford Brown College",10,"For-Profit",3
2205205,22052,"Career Education Corporation","Sanford Brown College",10,"For-Profit",3
2614900,26149,"Career Education Corporation","Sanford Brown College",11,"For-Profit",3
942000,9420,"Career Education Corporation","Sanford Brown College",16,"For-Profit",3
2615000,26150,"Career Education Corporation","Sanford Brown College",19,"For-Profit",3
2205200,22052,"Career Education Corporation","Sanford Brown College",29,"For-Profit",3
2616400,26164,"Career Education Corporation","Sanford Brown College",43,"For-Profit",3
2116000,21160,"Career Education Corporation","Sanford Brown College",61,"For-Profit",3
979500,9795,"Career Education Corporation/Weston Educational, Inc.","Missouri College",8,"For-Profit",3
2591101,25911,"Career Point College","Career Point College",2,"For-Profit",3
2591100,25911,"Career Point College","Career Point College",51,"For-Profit",3
2110800,21108,"Center for Excellence in Higher Education, Inc.","California College San Diego",4,"For-Profit",3
2594301,25943,"Center for Excellence in Higher Education, Inc.","CollegeAmerica",1,"For-Profit",3
3120301,31203,"Center for Excellence in Higher Education, Inc.","CollegeAmerica",1,"For-Profit",3
2594300,25943,"Center for Excellence in Higher Education, Inc.","CollegeAmerica",5,"For-Profit",3
367403,3674,"Center for Excellence in Higher Education, Inc.","Stevens Henager College",1,"For-Profit",3
367405,3674,"Center for Excellence in Higher Education, Inc.","Stevens Henager College",1,"For-Profit",3
367406,3674,"Center for Excellence in Higher Education, Inc.","Stevens Henager College",1,"For-Profit",3
367400,3674,"Center for Excellence in Higher Education, Inc.","Stevens Henager College",15,"For-Profit",3
3416300,34163,"Computer Systems Institute","Computer Systems Institute",21,"For-Profit",3
793000,7930,"Concorde Career College","Concorde Career College",1,"For-Profit",3
887100,8871,"Concorde Career College","Concorde Career College",1,"For-Profit",3
2275100,22751,"Concorde Career College","Concorde Career College",1,"For-Profit",3
807100,8071,"Concorde Career College","Concorde Career College",2,"For-Profit",3
2089600,20896,"Concorde Career College","Concorde Career College",2,"For-Profit",3
3542300,35423,"Concorde Career College","Concorde Career College",2,"For-Profit",3
760700,7607,"Concorde Career College","Concorde Career College",3,"For-Profit",3
853700,8537,"Concorde Career College","Concorde Career College",3,"For-Profit",3
2172700,21727,"Concorde Career College","Concorde Career College",3,"For-Profit",3
2361600,23616,"Concorde Career College","Concorde Career College",3,"For-Profit",3
888700,8887,"Concorde Career College","Concorde Career College",6,"For-Profit",3
2157100,21571,"Concorde Career College","Concorde Career College",6,"For-Profit",3
2300101,23001,"Corinthian Colleges","Bryman College",1,"For-Profit",3
1112102,11121,"Corinthian Colleges","Bryman College",2,"For-Profit",3
1112100,11121,"Corinthian Colleges","Bryman College",51,"For-Profit",3
1102400,11024,"Corinthian Colleges","Bryman College",96,"For-Profit",3
760600,7606,"Corinthian Colleges","Bryman College",160,"For-Profit",3
1206100,12061,"Corinthian Colleges","Bryman College",303,"For-Profit",3
449401,4494,"Corinthian Colleges","Everest College",4,"For-Profit",3
2606201,26062,"Corinthian Colleges","Everest College",7,"For-Profit",3
982805,9828,"Corinthian Colleges","Everest College",8,"For-Profit",3
2617501,26175,"Corinthian Colleges","Everest College",9,"For-Profit",3
2318601,23186,"Corinthian Colleges","Everest College",10,"For-Profit",3
982807,9828,"Corinthian Colleges","Everest College",11,"For-Profit",3
982806,9828,"Corinthian Colleges","Everest College",13,"For-Profit",3
982811,9828,"Corinthian Colleges","Everest College",16,"For-Profit",3
2318602,23186,"Corinthian Colleges","Everest College",16,"For-Profit",3
982808,9828,"Corinthian Colleges","Everest College",19,"For-Profit",3
149913,1499,"Corinthian Colleges","Everest College",20,"For-Profit",3
2318600,23186,"Corinthian Colleges","Everest College",20,"For-Profit",3
149914,1499,"Corinthian Colleges","Everest College",21,"For-Profit",3
982810,9828,"Corinthian Colleges","Everest College",21,"For-Profit",3
2250603,22506,"Corinthian Colleges","Everest College",21,"For-Profit",3
982809,9828,"Corinthian Colleges","Everest College",24,"For-Profit",3
449402,4494,"Corinthian Colleges","Everest College",35,"For-Profit",3
149912,1499,"Corinthian Colleges","Everest College",37,"For-Profit",3
2295002,22950,"Corinthian Colleges","Everest College",45,"For-Profit",3
149908,1499,"Corinthian Colleges","Everest College",46,"For-Profit",3
2617503,26175,"Corinthian Colleges","Everest College",51,"For-Profit",3
2617508,26175,"Corinthian Colleges","Everest College",56,"For-Profit",3
149909,1499,"Corinthian Colleges","Everest College",59,"For-Profit",3
450302,4503,"Corinthian Colleges","Everest College",68,"For-Profit",3
149906,1499,"Corinthian Colleges","Everest College",70,"For-Profit",3
3003201,30032,"Corinthian Colleges","Everest College",72,"For-Profit",3
149907,1499,"Corinthian Colleges","Everest College",74,"For-Profit",3
149911,1499,"Corinthian Colleges","Everest College",77,"For-Profit",3
149904,1499,"Corinthian Colleges","Everest College",78,"For-Profit",3
982800,9828,"Corinthian Colleges","Everest College",119,"For-Profit",3
450702,4507,"Corinthian Colleges","Everest College",156,"For-Profit",3
153410,1534,"Corinthian Colleges","Everest College",159,"For-Profit",3
2599800,25998,"Corinthian Colleges","Everest College",172,"For-Profit",3
3195400,31954,"Corinthian Colleges","Everest College",197,"For-Profit",3
2617507,26175,"Corinthian Colleges","Everest College",217,"For-Profit",3
149910,1499,"Corinthian Colleges","Everest College",226,"For-Profit",3
2298500,22985,"Corinthian Colleges","Everest College",230,"For-Profit",3
982803,9828,"Corinthian Colleges","Everest College",243,"For-Profit",3
2617500,26175,"Corinthian Colleges","Everest College",250,"For-Profit",3
2250600,22506,"Corinthian Colleges","Everest College",252,"For-Profit",3
2599805,25998,"Corinthian Colleges","Everest College",261,"For-Profit",3
1110901,11109,"Corinthian Colleges","Everest College",265,"For-Profit",3
814604,8146,"Corinthian Colleges","Everest College",268,"For-Profit",3
2599801,25998,"Corinthian Colleges","Everest College",278,"For-Profit",3
1102401,11024,"Corinthian Colleges","Everest College",286,"For-Profit",3
2121801,21218,"Corinthian Colleges","Everest College",288,"For-Profit",3
450300,4503,"Corinthian Colleges","Everest College",295,"For-Profit",3
907900,9079,"Corinthian Colleges","Everest College",299,"For-Profit",3
1035600,10356,"Corinthian Colleges","Everest College",302,"For-Profit",3
149902,1499,"Corinthian Colleges","Everest College",308,"For-Profit",3
1035601,10356,"Corinthian Colleges","Everest College",310,"For-Profit",3
450303,4503,"Corinthian Colleges","Everest College",318,"For-Profit",3
450301,4503,"Corinthian Colleges","Everest College",320,"For-Profit",3
709100,7091,"Corinthian Colleges","Everest College",327,"For-Profit",3
926700,9267,"Corinthian Colleges","Everest College",334,"For-Profit",3
3072304,30723,"Corinthian Colleges","Everest College",334,"For-Profit",3
2261302,22613,"Corinthian Colleges","Everest College",337,"For-Profit",3
2261300,22613,"Corinthian Colleges","Everest College",339,"For-Profit",3
2617506,26175,"Corinthian Colleges","Everest College",339,"For-Profit",3
2298501,22985,"Corinthian Colleges","Everest College",346,"For-Profit",3
153409,1534,"Corinthian Colleges","Everest College",350,"For-Profit",3
2295000,22950,"Corinthian Colleges","Everest College",365,"For-Profit",3
450700,4507,"Corinthian Colleges","Everest College",371,"For-Profit",3
450701,4507,"Corinthian Colleges","Everest College",372,"For-Profit",3
1110902,11109,"Corinthian Colleges","Everest College",382,"For-Profit",3
907901,9079,"Corinthian Colleges","Everest College",392,"For-Profit",3
2300105,23001,"Corinthian Colleges","Everest College",396,"For-Profit",3
149905,1499,"Corinthian Colleges","Everest College",403,"For-Profit",3
907906,9079,"Corinthian Colleges","Everest College",403,"For-Profit",3
481102,4811,"Corinthian Colleges","Everest College",405,"For-Profit",3
2121800,21218,"Corinthian Colleges","Everest College",408,"For-Profit",3
3003200,30032,"Corinthian Colleges","Everest College",426,"For-Profit",3
2261303,22613,"Corinthian Colleges","Everest College",428,"For-Profit",3
1151002,11510,"Corinthian Colleges","Everest College",433,"For-Profit",3
2300100,23001,"Corinthian Colleges","Everest College",439,"For-Profit",3
2100401,21004,"Corinthian Colleges","Everest College",447,"For-Profit",3
1185802,11858,"Corinthian Colleges","Everest College",459,"For-Profit",3
907905,9079,"Corinthian Colleges","Everest College",461,"For-Profit",3
3072303,30723,"Corinthian Colleges","Everest College",474,"For-Profit",3
982804,9828,"Corinthian Colleges","Everest College",481,"For-Profit",3
481100,4811,"Corinthian Colleges","Everest College",482,"For-Profit",3
1185803,11858,"Corinthian Colleges","Everest College",483,"For-Profit",3
982801,9828,"Corinthian Colleges","Everest College",488,"For-Profit",3
809003,8090,"Corinthian Colleges","Everest College",515,"For-Profit",3
1112301,11123,"Corinthian Colleges","Everest College",521,"For-Profit",3
1112300,11123,"Corinthian Colleges","Everest College",523,"For-Profit",3
153400,1534,"Corinthian Colleges","Everest College",535,"For-Profit",3
149900,1499,"Corinthian Colleges","Everest College",571,"For-Profit",3
1035602,10356,"Corinthian Colleges","Everest College",603,"For-Profit",3
2606202,26062,"Corinthian Colleges","Everest College",603,"For-Profit",3
2237500,22375,"Corinthian Colleges","Everest College",608,"For-Profit",3
2300103,23001,"Corinthian Colleges","Everest College",609,"For-Profit",3
1110700,11107,"Corinthian Colleges","Everest College",613,"For-Profit",3
809000,8090,"Corinthian Colleges","Everest College",675,"For-Profit",3
2100402,21004,"Corinthian Colleges","Everest College",676,"For-Profit",3
926701,9267,"Corinthian Colleges","Everest College",678,"For-Profit",3
2100400,21004,"Corinthian Colleges","Everest College",685,"For-Profit",3
982802,9828,"Corinthian Colleges","Everest College",697,"For-Profit",3
449400,4494,"Corinthian Colleges","Everest College",698,"For-Profit",3
2250602,22506,"Corinthian Colleges","Everest College",729,"For-Profit",3
1185800,11858,"Corinthian Colleges","Everest College",731,"For-Profit",3
2606200,26062,"Corinthian Colleges","Everest College",741,"For-Profit",3
809002,8090,"Corinthian Colleges","Everest College",793,"For-Profit",3
2300104,23001,"Corinthian Colleges","Everest College",795,"For-Profit",3
814600,8146,"Corinthian Colleges","Everest College",871,"For-Profit",3
1151000,11510,"Corinthian Colleges","Everest College",875,"For-Profit",3
1110900,11109,"Corinthian Colleges","Everest College",885,"For-Profit",3
3072300,30723,"Corinthian Colleges","Everest College",952,"For-Profit",3
153408,1534,"Corinthian Colleges","Everest College",1656,"For-Profit",3
149901,1499,"Corinthian Colleges","Everest College",10913,"For-Profit",3
2261301,22613,"Corinthian Colleges","Everest Institute",5,"For-Profit",3
121100,1211,"Corinthian Colleges","Heald College",1,"For-Profit",3
2592900,25929,"Corinthian Colleges","Heald College",1,"For-Profit",3
2262300,22623,"Corinthian Colleges","Heald College",2,"For-Profit",3
121000,1210,"Corinthian Colleges","Heald College",3,"For-Profit",3
729400,7294,"Corinthian Colleges","Heald College",3,"For-Profit",3
2079800,20798,"Corinthian Colleges","Heald College",5,"For-Profit",3
723409,7234,"Corinthian Colleges","Heald College",289,"For-Profit",3
723407,7234,"Corinthian Colleges","Heald College",293,"For-Profit",3
853202,8532,"Corinthian Colleges","Heald College",356,"For-Profit",3
723408,7234,"Corinthian Colleges","Heald College",366,"For-Profit",3
723411,7234,"Corinthian Colleges","Heald College",375,"For-Profit",3
723404,7234,"Corinthian Colleges","Heald College",424,"For-Profit",3
